index,true_label,pred_label,final_confidence,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,3.1,3.2,3.3
65,0,0,0.32600000000000007,0.2,0.1,0.6,0.3,0.4,0.1,0.1,0.1,0.9,0.9,0.9
66,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
67,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
68,1,1,0.08600000000000002,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.0,0.0,0.0
69,0,0,0.32599999999999996,0.95,0.9,0.95,0.85,0.95,0.1,0.1,0.1,0.0,0.0,0.0
70,1,1,0.10600000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
71,1,1,0.10600000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
72,1,1,0.10600000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
73,0,0,0.7426666666666666,0.95,0.9,0.95,0.85,0.95,0.9,0.8,0.3,0.3,0.9,0.8
74,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
75,1,1,0.10600000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
76,1,1,0.18200000000000002,0.2,0.3,0.6,0.4,0.7,0.1,0.1,0.1,0.0,0.0,0.0
77,1,0,0.5940000000000001,0.9,0.8,0.9,0.9,0.9,0.3,0.3,0.3,0.9,0.9,0.9
78,0,1,0.11600000000000002,0.2,0.1,0.3,0.4,0.1,0.1,0.1,0.1,0.0,0.0,0.0
79,0,0,0.268,0.8,0.6,0.3,0.7,0.9,0.1,0.1,0.1,0.1,0.1,0.1
80,1,1,0.14200000000000002,0.2,0.1,0.3,0.2,0.4,0.1,0.1,0.1,0.1,0.1,0.1
81,1,0,0.3013333333333333,0.3,0.2,0.9,0.6,0.8,0.2,0.1,0.1,0.1,0.8,0.1
82,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
83,0,1,0.11600000000000002,0.2,0.1,0.3,0.4,0.1,0.1,0.1,0.1,0.0,0.0,0.0
84,1,1,0.10600000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
85,0,0,0.44599999999999995,0.9,0.7,0.8,0.8,0.9,0.3,0.2,0.1,0.3,0.8,0.4
86,0,0,0.33466666666666667,0.3,0.6,0.7,0.5,0.2,0.3,0.4,0.2,0.2,0.3,0.2
87,1,1,0.10400000000000001,0.2,0.1,0.3,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0
88,0,0,0.3586666666666667,0.2,0.3,0.8,0.2,0.7,0.2,0.1,0.1,0.8,0.8,0.8
89,1,1,0.10600000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
90,1,1,0.18200000000000002,0.3,0.4,0.2,0.5,0.8,0.1,0.1,0.1,0.0,0.0,0.0
91,1,0,0.32,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.0,0.0,0.0
92,0,0,0.554,0.9,0.8,0.9,0.85,0.95,0.4,0.3,0.2,0.4,0.9,0.8
93,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
94,0,0,0.45233333333333337,0.8,0.7,0.9,0.85,0.9,0.3,0.2,0.4,0.0,0.8,0.0
95,0,1,0.17,0.4,0.3,0.2,0.5,0.6,0.1,0.1,0.1,0.0,0.0,0.0
96,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
97,0,0,0.328,0.8,0.9,0.95,0.75,0.9,0.1,0.1,0.1,0.1,0.1,0.1
98,1,0,0.392,0.2,0.2,0.8,0.6,0.9,0.1,0.1,0.1,0.9,0.9,0.9
99,0,0,0.41466666666666674,0.8,0.3,0.2,0.6,0.9,0.2,0.2,0.2,0.6,0.9,0.7
100,1,1,0.126,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.1
