index,true_label,pred_label,final_confidence,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,3.1,3.2,3.3
32,1,1,0.12400000000000001,0.2,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
33,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
34,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
35,1,1,0.21066666666666667,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.9,0.3,0.2
36,1,1,0.12400000000000001,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1
37,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
38,0,0,0.5720000000000001,0.7,0.8,0.9,0.85,0.9,0.2,0.2,0.3,0.7,0.8,0.7
39,0,0,0.808,0.95,0.9,0.95,0.85,0.95,0.9,0.8,0.6,0.3,0.9,0.8
40,1,1,0.21600000000000003,0.2,0.1,0.3,0.4,0.2,0.2,0.1,0.1,0.1,0.8,0.1
41,1,1,0.116,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
42,1,1,0.2946666666666667,0.1,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.8,0.9,0.8
43,1,1,0.14,0.2,0.1,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1
44,0,0,0.48933333333333334,0.2,0.6,0.9,0.7,0.8,0.3,0.2,0.2,0.8,0.7,0.6
45,1,1,0.16933333333333334,0.2,0.1,0.3,0.4,0.2,0.2,0.1,0.1,0.1,0.1,0.1
46,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
47,0,0,0.30266666666666664,0.2,0.3,0.6,0.5,0.1,0.3,0.4,0.2,0.2,0.3,0.2
48,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
49,0,1,0.29466666666666674,0.1,0.2,0.3,0.4,0.1,0.1,0.1,0.1,0.8,0.9,0.8
50,0,1,0.29333333333333333,0.3,0.4,0.5,0.6,0.2,0.2,0.1,0.1,0.2,0.8,0.2
51,0,0,0.39999999999999997,0.8,0.6,0.2,0.5,0.9,0.1,0.1,0.1,1.0,0.4,0.4
52,0,0,0.508,0.9,0.6,0.4,0.8,0.9,0.1,0.1,0.1,0.9,0.9,0.9
53,1,1,0.11600000000000002,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
54,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
55,1,1,0.14,0.2,0.1,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1
56,1,1,0.10800000000000003,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
57,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
58,1,0,0.3213333333333333,0.3,0.2,0.9,0.4,0.8,0.1,0.1,0.1,0.1,0.9,0.1
59,1,1,0.19466666666666665,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.7,0.3,0.4
60,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
61,0,0,0.7840000000000001,0.8,0.9,0.9,0.8,0.9,0.8,0.7,0.6,0.8,0.85,0.75
62,1,0,0.5720000000000002,0.8,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.9,0.9,0.9
63,1,1,0.20800000000000002,0.3,0.1,0.4,0.2,0.6,0.2,0.1,0.1,0.1,0.2,0.1
64,0,0,0.4973333333333333,0.8,0.6,0.3,0.7,0.9,0.4,0.3,0.2,0.6,0.7,0.4
65,0,0,0.4,0.4,0.6,0.3,0.5,0.7,0.1,0.1,0.1,0.9,0.8,0.7
66,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
67,1,1,0.22000000000000003,0.2,0.1,0.3,0.2,0.2,0.2,0.1,0.1,0.8,0.3,0.2
68,0,0,0.3986666666666666,0.8,0.6,0.4,0.7,0.9,0.1,0.1,0.1,0.2,0.8,0.3
69,1,1,0.10800000000000003,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
70,0,0,0.688,0.95,0.9,0.95,0.85,0.95,0.3,0.6,0.2,0.9,0.9,0.8
71,0,0,0.6080000000000001,0.95,0.9,0.95,0.85,0.95,0.3,0.2,0.1,0.9,0.8,0.7
72,0,0,0.7153333333333335,0.9,0.8,0.9,0.85,0.2,0.9,0.7,0.3,0.9,0.85,0.8
73,0,0,0.4666666666666667,0.6,0.7,0.8,0.75,0.9,0.2,0.2,0.2,0.2,0.9,0.2
74,1,1,0.10800000000000001,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
75,0,0,0.4613333333333334,0.8,0.3,0.4,0.7,0.9,0.3,0.2,0.1,0.5,0.9,0.6
76,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
77,0,0,0.736,0.9,0.8,0.4,0.7,0.9,0.9,0.8,0.3,0.9,0.9,0.8
78,0,0,0.8320000000000001,0.8,0.7,0.9,0.85,0.9,0.9,0.85,0.7,0.9,0.9,0.8
79,0,0,0.5613333333333334,0.9,0.7,0.5,0.6,0.9,0.3,0.2,0.2,1.0,0.9,0.8
80,0,0,0.6066666666666667,0.8,0.9,0.9,0.75,0.9,0.3,0.2,0.4,0.7,0.8,0.7
81,0,0,0.3613333333333333,0.3,0.6,0.9,0.5,0.8,0.3,0.2,0.2,0.0,0.3,0.0
82,0,0,0.5720000000000001,0.8,0.7,0.9,0.8,0.2,0.3,0.6,0.1,0.8,0.9,0.8
83,0,0,0.404,0.2,0.3,0.8,0.6,0.4,0.1,0.1,0.1,0.9,0.9,0.9
84,0,0,0.5,0.3,0.2,0.4,0.6,0.5,0.8,0.75,0.6,0.0,0.8,0.0
85,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
86,1,1,0.2,0.2,0.1,0.2,0.3,0.2,0.1,0.1,0.1,0.7,0.3,0.2
87,1,1,0.20266666666666672,0.2,0.1,0.2,0.3,0.4,0.2,0.2,0.2,0.1,0.2,0.1
88,0,0,0.5173333333333333,0.3,0.2,0.8,0.6,0.9,0.3,0.2,0.4,0.9,0.8,0.9
89,0,0,0.768,0.7,0.8,0.9,0.8,0.9,0.8,0.8,0.7,0.8,0.4,0.8
90,1,1,0.10800000000000001,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
91,0,0,0.5426666666666666,0.4,0.8,0.9,0.7,0.9,0.3,0.2,0.1,0.8,0.9,0.8
92,0,1,0.22000000000000003,0.3,0.2,0.4,0.5,0.6,0.1,0.1,0.1,0.1,0.1,0.1
93,1,1,0.116,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
94,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
95,1,1,0.11333333333333336,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1
96,1,1,0.14,0.2,0.1,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1
97,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
98,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
99,1,1,0.188,0.3,0.2,0.1,0.4,0.6,0.1,0.1,0.1,0.1,0.1,0.1
100,0,0,0.32800000000000007,0.8,0.6,0.3,0.5,0.9,0.1,0.1,0.1,0.2,0.2,0.2
